geneID	Base mean	log2(FC)	STDERR	Waldstats	P-value	P-adjust
gene-J2S48_RS25915	356.641386412599	3.96618378994724	0.542229585423241	7.31458388950026	2.58180175559507e-13	5.22777546234078e-12
gene-J2S48_RS25905	583.079811601483	4.75190787765142	0.651496583836416	7.29383391340172	3.01256779250812e-13	6.06495688342296e-12
gene-J2S48_RS21240	1154.7292259761	-2.67248609984612	0.367529212674355	-7.27149300704445	3.55535785118578e-13	7.11681060154501e-12
MSTRG.1092.1	2447.37446086789	-2.46781657260379	0.339999450195078	-7.25829577426627	3.91997667746633e-13	7.80208994384349e-12
rna-J2S48_RS12470	133.721657677113	4.65985143691783	0.644880767819576	7.2259116249867	4.9775137317556e-13	9.85097774143494e-12
gene-J2S48_RS21855	406.898382914997	-2.62381981468207	0.363698270793498	-7.21427629820057	5.42215629448808e-13	1.06706817413437e-11
MSTRG.3438.1	1194.60622380258	2.4472670129507	0.339500124435522	7.2084421677892	5.6595598408424e-13	1.10756637555704e-11
gene-J2S48_RS13370	597.440081028678	2.44433485825751	0.33919273837135	7.20633015315745	5.74799405968528e-13	1.11862351061542e-11
gene-J2S48_RS02560	197.182217453977	-3.00301030840956	0.417081326655465	-7.20005935650586	6.01863535087383e-13	1.16482207923265e-11
gene-J2S48_RS21255	688.473720999345	-2.30910882832068	0.321477966509644	-7.1827903274093	6.83028112375917e-13	1.31464147123782e-11
gene-J2S48_RS00595	349.948930221301	2.89523999186818	0.403273380337382	7.17934813710243	7.00445779705118e-13	1.34079867011313e-11
gene-J2S48_RS06930	5379.42571276625	2.7021175687177	0.376506027706207	7.17682419370506	7.13493392555517e-13	1.35835182289238e-11
rna-J2S48_RS20040	599.257424585318	4.43999831411828	0.619190462754951	7.17065035912132	7.46423151727524e-13	1.41336232459541e-11
MSTRG.863.1	8000.82190534052	2.3157218209636	0.324251808810172	7.14173909919284	9.21573973867237e-13	1.73563098411663e-11
gene-J2S48_RS00950	1408.17158478143	-2.51340549554395	0.351977872871678	-7.14080540074255	9.2785633039969e-13	1.73811803496798e-11
gene-J2S48_RS16650	4952.93745813411	-2.53375932131558	0.356004939410613	-7.11720271496896	1.10139440516392e-12	2.04136751390964e-11
gene-J2S48_RS19345	400.025727387102	2.54720847160118	0.357864305457297	7.11780536018039	1.09659077448006e-12	2.04136751390964e-11
gene-J2S48_RS00955	590.52947650668	-2.69218842022411	0.378341141622118	-7.11576966935579	1.11290016917885e-12	2.05183646980712e-11
gene-J2S48_RS25085	2629.11599132867	2.44001681006134	0.343296725306528	7.10760292829083	1.18075675613037e-12	2.16554498257836e-11
MSTRG.57.1	1815.27809479024	2.32931391408835	0.32846746850632	7.09145999961797	1.32704438164739e-12	2.42116482755772e-11
gene-J2S48_RS17415	926.387935176501	2.23973977900869	0.316279289272334	7.08152526889027	1.42576363599448e-12	2.58779793621175e-11
gene-J2S48_RS26350	359.98284253586	2.92767217893016	0.413639443707611	7.07783608035128	1.46422771981e-12	2.64391221778064e-11
gene-J2S48_RS18855	3646.81334686808	1.87176140847289	0.265140546873198	7.05950647890929	1.67094986942908e-12	3.00171148338977e-11
MSTRG.2427.1	209.949424374415	2.49306397643881	0.353262638575902	7.05725345450917	1.69825705030399e-12	3.03520124857902e-11
gene-J2S48_RS24750	832.889849075379	-1.98990479160626	0.28388247944221	-7.00960762184459	2.3898740061972e-12	4.24960844858314e-11
gene-J2S48_RS12910	319.458221816077	3.93629430727748	0.561991220673552	7.0041918138148	2.48415586603987e-12	4.39494848421095e-11
gene-J2S48_RS03950	3664.08433896276	2.63906935844061	0.378439675728997	6.97355358778624	3.09033644109598e-12	5.43992389605991e-11
gene-J2S48_RS22370	189.144601150396	-2.81232873550607	0.403664703740814	-6.96699193524686	3.23789224339837e-12	5.67116826431224e-11
gene-J2S48_RS21850	739.540697481972	3.02594351119675	0.434737318218515	6.96039512687015	3.39319679429618e-12	5.91361610468632e-11
gene-J2S48_RS19005	314.448335021577	2.59013450971691	0.372503977987297	6.95330697865793	3.56821059330024e-12	6.18784242986671e-11
MSTRG.343.1	978.994983578119	-2.18517119606358	0.314452649929484	-6.94912635194396	3.6755524673452e-12	6.3425912773942e-11
gene-J2S48_RS04565	833.070825434904	2.80851254471657	0.404681553754396	6.94005575164187	3.91945231222842e-12	6.73031443614518e-11
MSTRG.1826.1	336.323534535221	3.80027136390267	0.549206151253518	6.91957174046369	4.53011031511957e-12	7.74096411407993e-11
gene-J2S48_RS21150	756.434303654353	-3.15306071526457	0.456258745200535	-6.91068554506004	4.82317129872211e-12	8.20173255311823e-11
